stroke_amplitude,right_stroke_vel,right_motor_torque,right_motor_current,right_motor_voltage,right_motor_output_power,right_motor_efficiency_1,motor_efficiency,time
0.16068146,-195.6930321,-0.002995413,-1.852006475,-26.38746418,4.689451519,0.129704918,0.095958156,0.049
0.121314515,-196.8347238,-0.002978429,-1.837368113,-26.22591617,4.690066012,0.131265255,0.097331208,0.0492
0.081775175,-197.6967022,-0.002951477,-1.816841186,-25.98645789,4.667977892,0.133054963,0.098870046,0.0494
0.042119626,-198.2777424,-0.002914426,-1.790358293,-25.66823215,4.622925997,0.135100435,0.100596074,0.0496
0.002404222,-198.5770187,-0.002867204,-1.757886207,-25.27081249,4.554887024,0.137432207,0.10253394,0.0498
-0.037314599,-198.5941059,-0.002809788,-1.719418509,-24.79411189,4.464058161,0.140086581,0.10471278,0.05
-0.076980395,-198.3289797,-0.002742207,-1.674981099,-24.23845106,4.350873135,0.143106729,0.107167141,0.0502
-0.116536798,-197.7820169,-0.00266455,-1.624632042,-23.60455663,4.216000266,0.146544557,0.10993849,0.0504
-0.155927597,-196.9539949,-0.002576955,-1.568459325,-22.89353319,4.060332338,0.150463344,0.113077318,0.0506
-0.195096807,-195.846051,-0.002479632,-1.506590615,-22.10698374,3.885008693,0.154940184,0.1166453,0.0508
-0.233988776,-194.4598444,-0.002372769,-1.43914521,-21.24641659,3.691267,0.160074805,0.120721647,0.051
-0.272548236,-192.797299,-0.002256741,-1.366342522,-20.31458609,3.480747915,0.165986095,0.125402158,0.0512
-0.310720391,-190.8607775,-0.002131888,-1.288388797,-19.31409099,3.255150943,0.172830806,0.130812703,0.0514
-0.348450998,-188.6530317,-0.001998638,-1.205536543,-18.24811055,3.016393216,0.180810907,0.137116485,0.0516
-0.385686438,-186.1771992,-0.001857474,-1.118071937,-17.12024823,2.76655476,0.190193283,0.144530487,0.0518
-0.42237379,-183.436763,-0.001708957,-1.026324349,-15.93464913,2.507884584,0.201336545,0.153348809,0.052
-0.458460929,-180.4356959,-0.001553621,-0.930611049,-14.69531689,2.242629704,0.214744595,0.163987373,0.0522
-0.493896565,-177.1781797,-0.001392202,-0.831359362,-13.40762346,1.973343095,0.231119809,0.177036169,0.0524
-0.528630352,-173.6689328,-0.001225302,-0.728926069,-12.07607547,1.702374731,0.251521466,0.193395277,0.0526
-0.562612923,-169.9128545,-0.001053749,-0.623791919,-10.70671987,1.432364217,0.277554668,0.214465421,0.0528
-0.595795989,-165.9153331,-0.000878241,-0.516367743,-9.304745227,1.165709311,0.311860791,0.242620042,0.053
-0.628132402,-161.6820634,-0.0006996,-0.407132867,-7.876194759,0.90490202,0.359024541,0.282194762,0.0532
-0.659576201,-157.2189965,-0.000518696,-0.296593012,-6.427443509,0.652390386,0.42780464,0.34222235,0.0534
-0.690082749,-152.5327398,-0.000336195,-0.185145999,-4.963540003,0.410245565,0.537465119,0.446414237,0.0536
-0.719608645,-147.6294798,-0.000153351,-0.073503581,-3.493418186,0.181113469,0.739096681,0.705328895,0.0538
-0.748111934,-142.5164448,2.94E-05,0.0380471,-2.020765045,0.033492149,1.233468032,0.435617815,0.054
-0.775552109,-137.2008761,0.000210963,0.148916642,-0.553015795,0.231554206,4.33908431,2.811718917,0.0542
-0.801890185,-131.6903754,0.00039059,0.25862494,0.903743301,0.411495463,-2.548517874,1.76055484,0.0544
-0.827088722,-125.9926881,0.000567341,0.366641317,2.342796382,0.571846828,-0.940566565,0.665738645,0.0546
-0.851111922,-120.1160005,0.00074048,0.472530985,3.758608913,0.711547637,-0.55892362,0.400632844,0.0548
-0.873925638,-114.0685809,0.000909104,0.575772547,5.144570951,0.829601388,-0.387789117,0.280071783,0.055
-0.895497459,-107.8591016,0.001036169,0.655184345,6.237878278,0.894081636,-0.302411737,0.218764459,0.0552
-0.915796728,-101.4963465,0.001121701,0.710774609,7.038479303,0.910788485,-0.252203036,0.182056751,0.0554
-0.9347946,-94.9893595,0.001203513,0.76413967,7.814010361,0.914567575,-0.212608056,0.153168363,0.0556
-0.952464077,-88.34738729,0.001281294,0.815092634,8.56199224,0.90559194,-0.180466926,0.129762962,0.0558
-0.968780051,-81.57986853,0.001354748,0.863454989,9.280046337,0.884161189,-0.153748751,0.11034219,0.056
-0.983719335,-74.69642021,0.001423593,0.909057252,9.965902835,0.850698648,-0.131087681,0.09390049,0.0562
-0.997260692,-67.70678433,0.001487546,0.951728496,10.61727188,0.805735623,-0.111531614,0.079738223,0.0564
-1.009384887,-60.6209756,0.001546424,0.991353641,11.23255132,0.749965693,-0.094389405,0.067349501,0.0566
-1.020074691,-53.44902088,0.001599928,1.027756053,11.80937551,0.68411664,-0.079157407,0.056365476,0.0568
-1.029314914,-46.20111193,0.001647877,1.060822576,12.3461631,0.609069857,-0.065448419,0.046504218,0.057
-1.037092423,-38.88754842,0.001690083,1.090438384,12.84131008,0.525785465,-0.052963902,0.037548977,0.0572
-1.043396168,-31.51872337,0.001726382,1.116501473,13.29336984,0.435306879,-0.041467922,0.029329262,0.0574
-1.04821719,-24.1051083,0.001756632,1.138923241,13.70106059,0.338750477,-0.030770435,0.021708573,0.0576
-1.051548637,-16.65723836,0.001780715,1.157628796,14.0632694,0.237294354,-0.020715501,0.014575779,0.0578
-1.053385777,-9.185697417,0.001798536,1.17255738,14.37905776,0.132166493,-0.011172759,0.007838931,0.058
-1.053725998,-1.701102946,0.001810027,1.183662592,14.64766461,0.02463234,-0.002031145,0.001420723,0.0582
-1.052568816,5.785909019,0.001815143,1.190912646,14.86850978,0.084018007,0.006805858,0.004744878,0.0584
-1.049915876,13.26469891,0.001816143,1.195592825,15.0573447,0.19272475,0.015407343,0.010705471,0.0586
-1.045770948,20.72463875,0.001818176,1.200638858,15.25038654,0.301448406,0.023767574,0.016463408,0.0588
-1.040139923,28.15512764,0.001821416,1.206144243,15.44860924,0.410257513,0.031874755,0.022017495,0.059
-1.033030738,35.54592378,0.001828335,1.213524506,15.66938623,0.519918988,0.039674966,0.027342306,0.0592
-1.024453566,42.88585945,0.00185279,1.230671213,16.0103776,0.63566794,0.046848025,0.032261659,0.0594
-1.014420595,50.1648553,0.001881445,1.249980718,16.37712186,0.755059208,0.053572353,0.036884178,0.0596
-1.002946082,57.37256663,0.001911212,1.269677686,16.74742392,0.877209255,0.059914923,0.041253586,0.0598
-0.990046332,64.49875003,0.001937238,1.286984194,17.08665839,0.999595561,0.066019602,0.045456288,0.06
-0.975739676,71.53327868,0.001960959,1.302717897,17.40478708,1.122190819,0.07188167,0.049493437,0.0602
-0.960046444,78.46615731,0.001997768,1.325671072,17.8106594,1.254057133,0.077051505,0.053113087,0.0604
-0.942988937,85.28753462,0.002059177,1.362420567,18.38565599,1.404977068,0.08113069,0.056089157,0.0606
-0.924591394,91.98771642,0.002139693,1.40982416,19.09064374,1.574603911,0.084272913,0.058504033,0.0608
-0.904879958,98.55718098,0.002234536,1.465148553,19.89156322,1.761836637,0.086655892,0.060452611,0.061
-0.88388264,104.9865925,0.002338646,1.525500624,20.75237644,1.964211532,0.088479924,0.062045177,0.0612
-0.861629277,111.2668141,0.002440526,1.584310108,21.59145231,2.172396499,0.090128582,0.063506334,0.0614
-0.838151493,117.3889207,0.002524557,1.632650255,22.29794306,2.370840154,0.092074856,0.065124486,0.0616
-0.81348265,123.3442113,0.002567905,1.657473002,22.70990049,2.53388981,0.094990961,0.067317198,0.0618
-0.787657806,129.1242219,0.002546054,1.644769087,22.65346175,2.630058252,0.099690065,0.070587184,0.062
-0.760713657,134.7207454,0.002565466,1.655374311,22.88284724,2.764972472,0.102968208,0.072993559,0.0622
-0.732688494,140.1258131,0.002425936,1.574885573,21.97931911,2.719489823,0.111501998,0.078564111,0.0624
-0.703622212,145.3314126,0.001521817,1.057214336,15.65123938,1.769342344,0.1624013,0.10693013,0.0626
-0.673556033,150.3308936,0.002146911,1.413127793,20.15200494,2.581976379,0.130469416,0.090667693,0.0628
-0.642532689,155.1167189,0.002207521,1.446205458,20.64586994,2.739387405,0.131402662,0.091746662,0.063
-0.610596267,159.6821123,0.002265562,1.477552953,21.11442557,2.894157776,0.13226829,0.09276836,0.0632
-0.577792149,164.0205863,0.002320452,1.506839911,21.55346183,3.044815042,0.133094486,0.093751185,0.0634
-0.544166954,168.1259762,0.002371603,1.533733585,21.95874483,3.189825022,0.133907853,0.094712962,0.0636
-0.509768465,171.9924479,0.002418442,1.557908899,22.32614159,3.327629587,0.134733143,0.095670764,0.0638
-0.474645563,175.6145074,0.002460409,1.579050981,22.65165161,3.456668565,0.13559362,0.096641067,0.064
-0.438848162,178.9870075,0.002496971,1.596858044,22.93144272,3.575403208,0.136511383,0.097639902,0.0642
-0.40242713,182.1051561,0.002527623,1.61104644,23.16191385,3.682345728,0.137507549,0.098682935,0.0644
-0.365434226,184.9645221,0.00255189,1.621349429,23.33967995,3.776073304,0.138602887,0.099785835,0.0646
-0.327922018,187.5610423,0.002569336,1.627522691,23.46164038,3.855258675,0.139817974,0.10096436,0.0648
-0.289943812,189.8910272,0.002579564,1.629345127,23.52498898,3.918688427,0.141173686,0.102234675,0.065
-0.251553579,191.9511657,0.002582222,1.6266212,23.52724319,3.965284285,0.142691614,0.103613623,0.0652
-0.212805873,193.7385304,0.00257701,1.619185329,23.46629861,3.994128929,0.144394333,0.105118929,0.0654
-0.173755757,195.2505813,0.002563664,1.606893291,23.34032243,4.004455226,0.146306703,0.106770076,0.0656
-0.134458723,196.48517,0.002541985,1.589637548,23.14794362,3.995698442,0.148455434,0.108588085,0.0658
-0.094970614,197.4405419,0.002511807,1.567330722,22.88804801,3.96746012,0.150871191,0.110596954,0.066
-0.055347546,198.1153396,0.002473025,1.539919573,22.55995167,3.919553144,0.153588492,0.112823704,0.0662
-0.015645833,198.5085654,0.002425593,1.507384563,22.1633949,3.852007153,0.156646864,0.115299318,0.0664
0.024078115,198.6197434,0.00236943,1.469690106,21.69792808,3.764924684,0.160096888,0.118062577,0.0666
0.06376785,198.4486749,0.002304632,1.426895957,21.16428872,3.658809824,0.163992228,0.1211557,0.0668
0.103366969,197.9955951,0.002231243,1.379035846,20.56289918,3.534210114,0.168403038,0.124632832,0.067
0.1428192,197.261152,0.002149378,1.326184753,19.89470055,3.391909989,0.173413498,0.128559117,0.0672
0.182068478,196.2463896,0.0020592,1.268444215,19.16097012,3.232884345,0.179127771,0.133015209,0.0674
0.221059028,194.9527497,0.001960916,1.205941352,18.36330944,3.058287817,0.18567659,0.138102396,0.0676
0.259735434,193.3820329,0.001854802,1.13884189,17.50380497,2.869483005,0.19322459,0.143948704,0.0678
0.298042745,191.5365546,0.001741101,1.06729645,16.58436493,2.667875581,0.201990789,0.15072374,0.068
0.335926523,189.4188914,0.001620238,0.99155486,15.60813223,2.45522945,0.212251659,0.158644274,0.0682
0.373332934,187.0320526,0.001492594,0.911844991,14.5779851,2.233303452,0.224386786,0.168007712,0.0684
0.410208813,184.3793958,0.001358647,0.828448739,13.49747779,2.004051784,0.238912298,0.179221735,0.0686
0.446501767,181.464769,0.001218847,0.741635539,12.37001859,1.769421667,0.256566948,0.192872565,0.0688
0.482160214,178.2922365,0.001073819,0.651769425,11.2001926,1.531628409,0.278410545,0.209813746,0.069
0.517133484,174.8663508,0.000924096,0.55916724,9.992008296,1.292746644,0.30607806,0.231376322,0.0692
0.551371883,171.1919923,0.000770323,0.464206247,8.750229084,1.054984544,0.342170656,0.259726159,0.0694
0.584826751,167.2743421,0.000613189,0.36729042,7.479954872,0.820566688,0.39111916,0.298679423,0.0696
0.617450582,163.1191552,0.000453265,0.26875983,6.185503197,0.591490107,0.461220569,0.35580176,0.0698
0.649196979,158.7319824,0.000291547,0.169182915,4.874019748,0.370222976,0.569581526,0.448972334,0.07
0.680020828,154.1192468,0.000128468,0.068828303,3.54894787,0.158395054,0.759514374,0.648447674,0.0702
0.709878334,149.2875288,-3.51E-05,-0.031820551,2.216397496,0.041966044,1.1780253,0.595035249,0.0704
0.738727057,144.2436138,-0.000198471,-0.132297562,0.882266732,0.229025087,2.859403407,1.962145967,0.0706
0.766526001,138.994724,-0.000360853,-0.232203945,-0.448373161,0.401253473,-5.42172451,3.853981293,0.0708
0.793235672,133.5483509,-0.000521529,-0.331097631,-1.769909499,0.557194907,-1.319672628,0.950823715,0.071
0.818818111,127.9121978,-0.000679725,-0.428527725,-3.076616474,0.695560884,-0.727138834,0.527573368,0.0712
0.843236966,122.094274,-0.00083474,-0.524083535,-4.363261407,0.815336222,-0.489398691,0.356553734,0.0714
0.866457527,116.1028042,-0.000985849,-0.617340669,-5.624438009,0.915678491,-0.361029188,0.263717524,0.0716
0.888446804,109.9463862,-0.001077886,-0.676764652,-6.468968401,0.948077745,-0.29725192,0.216556516,0.0718
0.90917355,103.6337289,-0.001157266,-0.728869648,-7.225475922,0.959454086,-0.250849596,0.18218301,0.072
0.92860831,97.17380225,-0.001233257,-0.778942793,-7.959364147,0.958722383,-0.213525408,0.154635402,0.0722
0.946723468,90.57578617,-0.001305588,-0.826818502,-8.668419304,0.946037203,-0.182747288,0.131995194,0.0724
0.963493279,83.8490568,-0.001373996,-0.872338027,-9.350508906,0.921666193,-0.156834525,0.112993537,0.0726
0.978893914,77.00317319,-0.001438233,-0.915349865,-10.00358716,0.885987809,-0.134626824,0.09675755,0.0728
0.992903478,70.04782382,-0.001498042,-0.955699828,-10.62557265,0.839476652,-0.115297806,0.082667493,0.073
1.005502073,62.99297507,-0.00155327,-0.993288289,-11.21505573,0.782760559,-0.098235718,0.070267125,0.0732
1.016671795,55.84860954,-0.001603641,-1.027952207,-11.76984009,0.716488748,-0.082989002,0.059219657,0.0734
1.026396771,48.62487978,-0.001648994,-1.059590497,-12.28849469,0.641457137,-0.069205179,0.049264139,0.0736
1.034663181,41.33205112,-0.001689162,-1.088098726,-12.76954505,0.558532206,-0.056609624,0.040198004,0.0738
1.041459279,33.98048711,-0.001723994,-1.113383487,-13.21165167,0.468657278,-0.044983291,0.031860565,0.074
1.046775406,26.58063473,-0.001753361,-1.135362841,-13.61361578,0.372843543,-0.034148419,0.024122286,0.0742
1.050604008,19.14300962,-0.001777152,-1.153966756,-13.97438507,0.27216035,-0.023958314,0.01687714,0.0744
1.052939644,11.67818104,-0.00179528,-1.169137387,-14.29305742,0.167724828,-0.014289887,0.010037063,0.0746
1.053778995,4.196756964,-0.001807676,-1.180829331,-14.5688843,0.060691016,-0.005038094,0.003527857,0.0748
1.053120869,-3.290631089,-0.001814295,-1.189009847,-14.80127377,0.047761402,0.003888292,0.002713892,0.075
1.0509662,-10.77334309,-0.001815736,-1.194015087,-14.99420804,0.156492352,0.01256625,0.008740973,0.0752
1.047318051,-18.24074548,-0.001816807,-1.198586654,-15.18149702,0.26511927,0.021013903,0.014569923,0.0754
1.042181606,-25.68222665,-0.001818507,-1.203289837,-15.36996468,0.373626456,0.029223925,0.020202006,0.0756
1.035564164,-33.08721236,-0.001820807,-1.208102623,-15.55915312,0.481963458,0.037192294,0.025640372,0.0758
1.027475064,-40.44549778,-0.001836309,-1.220227375,-15.83819318,0.594163348,0.044662527,0.030743935,0.076
1.017925872,-47.74595769,-0.001857546,-1.235373252,-16.15368384,0.709522527,0.051694432,0.035554651,0.0762
1.006930158,-54.97857114,-0.001880927,-1.251503995,-16.48020024,0.827285456,0.058345814,0.040110739,0.0764
0.994503546,-62.13305943,-0.001903424,-1.266878462,-16.79597243,0.946124445,0.064698815,0.044463962,0.0766
0.980663695,-69.1992552,-0.001923872,-1.280827262,-17.09252217,1.065043894,0.070806643,0.04864865,0.0768
0.965430272,-76.1671174,-0.001950804,-1.298223618,-17.43010178,1.188696851,0.076426916,0.052531728,0.077
0.948824923,-83.02674519,-0.001998287,-1.327102738,-17.90817471,1.32729021,0.081085916,0.055848308,0.0772
0.930871245,-89.76839065,-0.002068641,-1.36878771,-18.54297674,1.485588777,0.084668668,0.058530611,0.0774
0.91159475,-96.38247301,-0.002157277,-1.420654148,-19.30179792,1.663389762,0.087333133,0.060660767,0.0776
0.891022831,-102.8595931,-0.002261793,-1.481327606,-20.16743074,1.861176816,0.089201666,0.062299698,0.0778
0.869184722,-109.1905464,-0.002374688,-1.546520999,-21.08655437,2.074348013,0.090564534,0.063609236,0.078
0.846111455,-115.3663358,-0.002483454,-1.609085259,-21.97036299,2.292055785,0.091837617,0.064834907,0.0782
0.821835818,-121.3781845,-0.002568868,-1.658035919,-22.68249573,2.494436458,0.093589804,0.06632659,0.0784
0.796392308,-127.2175483,-0.002606681,-1.6795156,-23.05097165,2.652924644,0.09652427,0.068525409,0.0786
0.769817082,-132.8761343,-0.002668434,-1.71440558,-23.58257355,2.836569912,0.098544985,0.070159861,0.0788
0.742147903,-138.3458948,-0.002665261,-1.711924986,-23.64747784,2.949823066,0.102319919,0.072866248,0.079
0.713424162,-143.6187022,-0.001768355,-1.198464426,-17.37278596,2.031750643,0.144584011,0.097583365,0.0792
0.6836866,-148.6878092,-0.002646125,-1.698852763,-23.66625776,3.147572729,0.109881483,0.078287143,0.0794
0.652977481,-153.5455988,-0.002758096,-1.761367418,-24.52640005,3.387948109,0.109491979,0.078424721,0.0796
0.621340439,-158.1852099,-0.002866998,-1.821865854,-25.35772539,3.628133071,0.109102404,0.078533783,0.0798
0.588820433,-162.6000283,-0.002972229,-1.880005395,-26.15586891,3.866275564,0.108725197,0.078625706,0.08
0.555463677,-166.7837808,-0.00307291,-1.935287372,-26.91453738,4.100092677,0.108379124,0.078715687,0.0802
0.521317572,-170.7305221,-0.00316819,-1.987227987,-27.62762776,4.327254541,0.108080243,0.078817227,0.0804
0.486430644,-174.4346441,-0.00325724,-2.035356956,-28.28921041,4.545404198,0.107842676,0.07894254,0.0806
0.450852467,-177.8908831,-0.003339257,-2.079219636,-28.89355573,4.752186556,0.107679106,0.079102848,0.0808
0.414633601,-181.0943278,-0.003413477,-2.118384243,-29.43522368,4.945290606,0.107600985,0.079308501,0.081
0.377825516,-184.0404262,-0.003479175,-2.152440579,-29.90904818,5.122471136,0.107619105,0.07956934,0.0812
0.340480518,-186.7249918,-0.003535678,-2.181008864,-30.31024678,5.281595625,0.107743658,0.07989475,0.0814
0.302651676,-189.1442098,-0.003582361,-2.203737339,-30.63439091,5.420662151,0.107984778,0.080294031,0.0816
0.264392755,-191.2946041,-0.00361868,-2.220320609,-30.8776329,5.53787182,0.108352132,0.080776161,0.0818
0.225758115,-193.1732017,-0.003644075,-2.23044631,-31.03604742,5.631501286,0.108857714,0.081351583,0.082
0.186802657,-194.7772883,-0.003658177,-2.233907616,-31.10702238,5.700238987,0.109511219,0.082029377,0.0822
0.14758174,-196.1045844,-0.003660595,-2.230488138,-31.08783466,5.742876,0.110325527,0.082820729,0.0824
0.108151099,-197.1532041,-0.003651033,-2.220025598,-30.97643906,5.75850222,0.111314333,0.083737514,0.0826
0.068566768,-197.9216572,-0.003629262,-2.202397135,-30.77128602,5.746476714,0.112493236,0.084793072,0.0828
0.028885005,-198.4088154,-0.00359514,-2.177526819,-30.47141429,5.706458969,0.113879904,0.086002401,0.083
-0.010837809,-198.614067,-0.003548515,-2.145339025,-30.0758754,5.638279382,0.115496937,0.087384093,0.0832
-0.050545224,-198.5370758,-0.003489429,-2.10586274,-29.58502292,5.542248177,0.117367661,0.088957793,0.0834
-0.090180807,-198.1779141,-0.003417915,-2.059124884,-28.99919192,5.418842384,0.119522067,0.090748183,0.0836
-0.129688242,-197.5371765,-0.003334021,-2.005163375,-28.318863,5.268744213,0.121997735,0.092785805,0.0838
-0.16901138,-196.6156891,-0.003238009,-1.94413369,-27.54597851,5.093146263,0.124835672,0.095104664,0.084
-0.208094349,-195.4148484,-0.003130031,-1.876134963,-26.68179212,4.893236091,0.128091792,0.097750075,0.0842
-0.246881598,-193.9362451,-0.003010508,-1.801412359,-25.72937172,4.670773386,0.131828266,0.100773531,0.0844
-0.285318017,-192.1820945,-0.002879707,-1.720131951,-24.69081535,4.427425309,0.136130748,0.104244716,0.0846
-0.323349021,-190.1550191,-0.002738081,-1.632562426,-23.5695006,4.16527865,0.141102969,0.108248997,0.0848
-0.360920527,-187.8575309,-0.002586414,-1.539151169,-22.37101896,3.887018368,0.146866107,0.112888461,0.085
-0.397979145,-185.2930892,-0.00242501,-1.440092963,-21.09784626,3.59470034,0.15360305,0.118313429,0.0852
-0.434472208,-182.465316,-0.002254652,-1.335840729,-19.75566207,3.291166589,0.161535312,0.124710665,0.0854
-0.470347857,-179.378244,-0.002076051,-1.226810871,-18.34970032,2.979187584,0.17096985,0.132340039,0.0856
-0.505555118,-176.0363027,-0.001889986,-1.11345864,-16.88568359,2.661648551,0.182331763,0.141565678,0.0858
-0.54004395,-172.4441607,-0.001697364,-0.996310803,-15.37022546,2.341603444,0.196221682,0.152910839,0.086
-0.573765351,-168.6070056,-0.001498993,-0.87584241,-13.80930725,2.021926057,0.213541585,0.167173489,0.0862
-0.606671401,-164.5302504,-0.001295871,-0.752630566,-12.21017974,1.705680086,0.23566899,0.185606709,0.0864
-0.638715333,-160.2196594,-0.001826709,-1.048806357,-15.80736925,2.341397216,0.177269878,0.141227798,0.0866
-0.669851573,-155.6812021,0.000346129,0.199985537,-0.242974166,0.431086378,11.20610829,8.871674738,0.0868
-0.700035961,-150.921939,6.42E-05,0.046047486,-2.068568601,0.077533962,1.276030889,0.81398448,0.087
-0.729225556,-145.9479762,0.000221159,0.142883263,-0.780812571,0.258221545,3.269113655,2.314538006,0.0872
-0.757378885,-140.7666451,0.000377464,0.239326193,0.505698922,0.425074383,-4.86840244,3.512227776,0.0874
-0.784455932,-135.3852337,0.000532234,0.334860262,1.784439862,0.576453085,-1.326930334,0.964713685,0.0876
-0.810418226,-129.8114695,0.000684852,0.429119133,3.050732519,0.711213302,-0.744196588,0.543272674,0.0878
-0.835228873,-124.053235,0.000834565,0.521665097,4.299011421,0.828244114,-0.504682487,0.369315877,0.088
-0.858852608,-118.1186723,0.0009807,0.612103545,5.524241035,0.926711852,-0.373959591,0.274060978,0.0882
-0.881255867,-112.0162961,0.001074746,0.672702015,6.382389909,0.963112795,-0.306956345,0.224321599,0.0884
-0.902406814,-105.7547353,0.001152774,0.724064666,7.128798688,0.97529051,-0.2594551,0.188947127,0.0886
-0.922275392,-99.34289091,0.00122758,0.773493229,7.853853167,0.975610538,-0.221224262,0.160596911,0.0888
-0.940833367,-92.78987438,0.001298898,0.820826646,8.555396873,0.964196639,-0.189687698,0.137301097,0.089
-0.958054366,-86.10499799,0.001366476,0.865911046,9.231358947,0.941283253,-0.163132864,0.117755558,0.0892
-0.973913919,-79.29776133,0.001430072,0.908599367,9.879749651,0.907212245,-0.140376279,0.101062616,0.0894
-0.988389478,-72.37779832,0.001489439,0.948741727,10.49854198,0.862418594,-0.120574402,0.086584693,0.0896
-1.001460483,-65.35502434,0.001544427,0.9862412,11.08636064,0.807488314,-0.103102387,0.073852313,0.0898
-1.013108359,-58.23937683,0.001594765,1.020937684,11.64104654,0.743025104,-0.087499069,0.062519029,0.09
-1.023316552,-51.04096753,0.001640298,1.052732125,12.16119458,0.669779216,-0.073404283,0.052316364,0.0902
-1.032070557,-43.77002583,0.001680859,1.081521355,12.64534657,0.588569864,-0.060537545,0.043036028,0.0904
-1.039357934,-36.43688417,0.001716299,1.10721261,13.0921715,0.500292709,-0.048675261,0.034512901,0.0906
-1.045168327,-29.05196336,0.001746489,1.12972394,13.50047097,0.405911451,-0.03763616,0.026613994,0.0908
-1.049493478,-21.62575783,0.001771318,1.148984613,13.86918434,0.306448702,-0.02727088,0.019230592,0.091
-1.052327242,-14.16882064,0.001790694,1.164935374,14.19739228,0.20297622,-0.017454357,0.012272548,0.0912
-1.053665592,-6.691748542,0.001804548,1.177528758,14.4843209,0.096604651,-0.008080165,0.005664067,0.0914
-1.053506626,0.794833122,0.001812828,1.186729273,14.72934427,0.011527166,0.000943781,0.000659459,0.0916
-1.051850568,8.280285482,0.001815539,1.192533098,14.93222892,0.120265449,0.009698385,0.006753763,0.0918
-1.048699774,15.75397113,0.001816279,1.196990502,15.11821216,0.2289089,0.018225034,0.012649447,0.092
-1.04405872,23.20526943,0.001817463,1.201475225,15.30414261,0.337397793,0.026518952,0.018349254,0.0922
-1.037934002,30.62359198,0.001819068,1.20596895,15.48960795,0.445651178,0.034577568,0.023857147,0.0924
-1.030334259,37.99871609,0.001827988,1.214412712,15.72329823,0.555689551,0.042267252,0.029101962,0.0926
-1.02127036,45.31949129,0.001846253,1.227941363,16.0190906,0.669369845,0.049479569,0.034029115,0.0928
-1.010755187,52.57586832,0.001867068,1.242688992,16.328872,0.785301861,0.056313045,0.038700626,0.093
-0.99880368,59.7575347,0.001888278,1.257412082,16.63704245,0.902710722,0.062819617,0.043151396,0.0932
-0.985432823,66.85428425,0.001907812,1.270923833,16.92870715,1.020363073,0.069069163,0.047425445,0.0934
-0.970661617,73.85603223,0.001929966,1.285676118,17.23409294,1.140316891,0.074950801,0.051464238,0.0936
-0.954511051,80.75282976,0.001967809,1.30913359,17.6455875,1.271248851,0.080038763,0.05503139,0.0938
-0.937004075,87.53487637,0.002028983,1.34566104,18.21714286,1.420854212,0.084038753,0.057960694,0.094
-0.918165569,94.19253381,0.002110435,1.393510955,18.92692126,1.590297744,0.087039271,0.060295941,0.0942
-0.8980223,100.7163409,0.002209775,1.4513162,19.75780478,1.780483771,0.089153827,0.062092234,0.0944
-0.876602895,107.0970266,0.002322525,1.516516065,20.67787846,1.98988416,0.090583725,0.063456308,0.0946
-0.85393779,113.3255233,0.002438148,1.583088915,21.61231542,2.210435564,0.091707568,0.064605762,0.0948
-0.830059195,119.3929794,0.002540742,1.641946595,22.44826776,2.426774517,0.093019649,0.065839658,0.095
-0.80500104,125.2907716,0.002607218,1.679894798,23.02197524,2.613282567,0.095182091,0.067571211,0.0952
-0.778798936,131.010521,0.002650409,1.704267618,23.42423407,2.777851314,0.097818166,0.069583426,0.0954
-0.751490116,136.5441003,0.002722685,1.744991271,24.02598721,2.974132932,0.09939635,0.070939133,0.0956
-0.723113389,141.8836327,0.002632434,1.692572453,23.46937989,2.987993931,0.105732725,0.075219567,0.0958
-0.693709144,147.0212269,0.001703081,1.16039368,16.96021735,2.003112789,0.151609833,0.10178145,0.096
-0.663319098,151.9502301,0.002423465,1.570668428,22.13383029,2.945968585,0.120066963,0.084739719,0.0962
-0.631986434,156.6633199,0.002505987,1.616180162,22.78060563,3.140769764,0.120276505,0.085306292,0.0964
-0.599755678,161.1537799,0.002585531,1.659728113,23.39913637,3.333344426,0.120453495,0.08583085,0.0966
-0.566672632,165.4152293,0.002661358,1.700893316,23.98411573,3.521833321,0.120623109,0.086331247,0.0968
-0.53278431,169.4416124,0.00273275,1.739268041,24.53038197,3.704332656,0.120807669,0.086823873,0.097
-0.498138868,173.2272079,0.00279901,1.774457867,25.03294419,3.878918022,0.12102718,0.087323871,0.0972
-0.462785541,176.7666363,0.002859463,1.806080312,25.48696553,4.043661249,0.121300029,0.087845512,0.0974
-0.426774567,180.0548682,0.002913459,1.833768808,25.8878126,4.196660092,0.121643316,0.08840236,0.0976
-0.390157121,183.0872309,0.002960388,1.857178539,26.23112793,4.336073436,0.12207306,0.089007378,0.0978
-0.352985238,185.8594155,0.002999675,1.875986939,26.51283637,4.460143393,0.122604699,0.089673231,0.098
-0.315311741,188.3674826,0.003030795,1.889897503,26.72919233,4.567225176,0.12325338,0.090412471,0.0982
-0.277190168,190.6078683,0.003053266,1.898641711,26.87680386,4.655811533,0.124034341,0.091237789,0.0984
-0.23867469,192.577389,0.003066669,1.90198552,26.95271313,4.724568286,0.124963029,0.092162116,0.0986
-0.199820041,194.2732459,0.003070631,1.89972211,26.95430662,4.772331728,0.126056014,0.093199243,0.0988
-0.160681435,195.6930292,0.003064843,1.891680749,26.87942512,4.798147124,0.127330991,0.094363869,0.099
